"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128"
"1" 12.4717607973422 15.21926910299 19.1196013289037 12.1229235880399 12.7408637873754 14.0897009966777 16.9867109634551 13.9335548172757 14.5049833887043 18.9867109634551 30.3853820598007 18.7475083056478 13.7408637873754 13.9302325581395 19.328903654485 15.5847176079734 11.6478405315615 21.6910299003322 47.2691029900332 21.5614617940199 11.5747508305648 12.7408637873754 18.1528239202658 14.0332225913621 7.06644518272425 15.8405315614618 40.1328903654485 17.2691029900332 11.5548172757475 14.2857142857143 18.1461794019934 9.6046511627907 13.9833887043189 18.9136212624585 23.3355481727575 17.1960132890365 22.6478405315615 25.2325581395349 25.6445182724252 15.9767441860465 7.00664451827243 17.1362126245847 79.2857142857143 86.0398671096346 66.485049833887 39.1328903654485 14.1794019933555 7.38205980066445 6.16279069767442 50.6744186046512 126.827242524917 69.9568106312292 18.3554817275748 17.8205980066445 13.8970099667774 4.96013289036545 9.3156146179402 60.2757475083056 117.647840531561 27.7209302325581 5.64451827242525 6.61794019933555 11.5282392026578 6.54485049833887 14.9235880398671 17.7873754152824 16.202657807309 13.3421926910299 23.4352159468439 30.6013289036545 24.3222591362126 13.9302325581395 5.88704318936877 7.87043189368771 16.5747508305648 31.2956810631229 77.4518272425249 115.089700996678 53.0830564784053 7.03986710963455 5.34551495016611 17.9900332225914 48.9833887043189 19.6445182724252 26.6312292358804 113.242524916944 112.289036544851 15.5382059800664 14.5714285714286 35.0764119601329 54.5382059800664 9.02990033222591 7.31893687707641 47.7475083056478 92.4186046511628 31.0132890365449 12.6910299003322 15.3421926910299 15.843853820598 9.45847176079734 12.6777408637874 20.1063122923588 21.2624584717608 11.1162790697674 11.3720930232558 15.7840531561462 17.2259136212625 9.98006644518272 18.3255813953488 43.0730897009967 38.4352159468439 12.5946843853821 7.17607973421927 9.22591362126246 12.3056478405316 7.36212624584718 12.3455149501661 66.5813953488372 84.3720930232558 15.3621262458472 4.97674418604651 4.6578073089701 8.14285714285714 6.99335548172757 11.78073089701 52.6079734219269 89.7142857142857 20.6146179401993
"2" 27.1703056768559 47.6593886462882 31.6331877729258 19.4323144104803 19.410480349345 16.82096069869 12.292576419214 13.1572052401747 29.4279475982533 39.6244541484716 23.0131004366812 17.6069868995633 26.235807860262 32.6724890829694 25.1572052401747 20.174672489083 14.5545851528384 19.5676855895197 22.0786026200873 27.0524017467249 42.8777292576419 41.3362445414847 25.0131004366812 15.6986899563319 17.5764192139738 20.8427947598253 24.3799126637555 25.8122270742358 25.3056768558952 19.2794759825328 15.5065502183406 13.7729257641921 25.6026200873362 53.9039301310044 34.7947598253275 26.2794759825328 46.3406113537118 52.296943231441 15.6506550218341 8.9825327510917 71.2576419213974 104.995633187773 46.8471615720524 20.6593886462882 24.707423580786 25.9519650655022 17.0829694323144 20.4541484716157 17.3362445414847 29.5414847161572 43.4759825327511 74.6200873362445 78.8689956331878 42.6113537117904 17.6855895196507 11.6724890829694 25.8689956331878 32.3580786026201 36.2794759825328 41.3406113537118 32.4759825327511 15.4410480349345 11.5065502183406 16.3755458515284 14.8296943231441 19.235807860262 13.6375545851528 14.7423580786026 64.7423580786026 97.1528384279476 31.6681222707424 11.061135371179 39.938864628821 90.5851528384279 56.4978165938865 23.6157205240175 37.5240174672489 62.6724890829694 23.6288209606987 12.6681222707424 27.2576419213974 44.6943231441048 66.0305676855895 72.8733624454148 51.1528384279476 24.2314410480349 14.7510917030568 17.3886462882096 38.1572052401747 28.6855895196507 21.0786026200873 23.1834061135371 23.6288209606987 20.2882096069869 20.7816593886463 29.8733624454148 17.4235807860262 21.2401746724891 19.0218340611354 20.3318777292576 46.6812227074236 55.7510917030568 19.117903930131 10.4934497816594 15.0262008733624 13.9650655021834 12.4410480349345 18.1091703056769 53.3973799126638 75.5458515283843 30.9126637554585 16.7205240174672 29.0786026200873 23.4017467248908 15.3493449781659 15.0393013100437 30.4497816593886 44.8995633187773 29.3449781659389 27.2445414847162 29.4017467248908 24.4017467248908 15.3275109170306 12.3755458515284 17.3493449781659 21.589519650655 22.8340611353712 26.6419213973799
"3" 10.1729323308271 5.92481203007519 5.97744360902256 16.8609022556391 67.8646616541353 48.5601503759398 16.2293233082707 9.23684210526316 34.6917293233083 20.5639097744361 12.1954887218045 26.9097744360902 96.9172932330827 55.7105263157895 9.68421052631579 10.0563909774436 111.984962406015 46.7706766917293 10.6390977443609 6.79699248120301 13.5977443609023 7.2406015037594 7.94360902255639 40.6616541353383 47.1165413533835 16.9210526315789 8.6578947368421 6.78571428571429 9.90225563909774 11.1729323308271 14.3233082706767 28.4172932330827 14.093984962406 10.8045112781955 7.70300751879699 13.609022556391 67.7142857142857 56.6917293233083 18.218045112782 10.484962406015 33.9248120300752 10.7105263157895 4.68421052631579 18.5075187969925 115.616541353383 108.056390977444 23.4774436090226 19.5413533834586 123.481203007519 34.1804511278196 4.59774436090226 4.78947368421053 18.7669172932331 19.718045112782 18.8233082706767 84.312030075188 55.6240601503759 16.8007518796992 8.59022556390977 7.41353383458647 12.1691729323308 13.9511278195489 17.3872180451128 34.9962406015038 17.0789473684211 13.2593984962406 12.8345864661654 15.5676691729323 38.0977443609023 35.8609022556391 19.093984962406 14.6917293233083 16.6691729323308 6.86466165413534 7.15037593984962 12.9661654135338 78.0225563909774 104.710526315789 52.5714285714286 30.0977443609023 88.5601503759399 19.1203007518797 6.71428571428571 5.58646616541353 15.4812030075188 34.281954887218 48.8571428571429 93.5751879699248 38.5902255639098 19.4285714285714 12.3796992481203 11.6992481203008 14.8345864661654 13.8759398496241 15.6466165413534 23.9285714285714 16.6203007518797 17.1015037593985 14.3383458646617 15.2744360902256 23.0977443609023 16.3721804511278 10.9172932330827 8.85714285714286 18.6766917293233 14.4135338345865 14.5037593984962 20.5563909774436 48.1165413533835 32.0902255639098 16.7593984962406 12.8533834586466 45.0187969924812 26.1278195488722 15.7593984962406 13.8984962406015 23.9511278195489 18.8984962406015 16.5 24.0225563909774 24.7631578947368 20.4812030075188 16.2781954887218 13.7593984962406 13.0526315789474 9.40977443609023 9.40601503759398 12.6842105263158
"4" 16.8455598455598 11.1312741312741 17.1312741312741 17.5791505791506 15.9266409266409 13.2123552123552 13.3706563706564 14.011583011583 24.5559845559846 15.6756756756757 20.2393822393822 20.2393822393822 16.953667953668 14.3861003861004 19.5096525096525 21.8957528957529 31.1351351351351 15.96138996139 20.9150579150579 21.5405405405405 24.8918918918919 14.980694980695 16.2123552123552 21.2123552123552 59.1505791505791 22.015444015444 12.2007722007722 7.70656370656371 9.7953667953668 7.98069498069498 13.2316602316602 32.5521235521236 27.4903474903475 12.1042471042471 12.2934362934363 17.7181467181467 23.2432432432432 23.027027027027 23.7528957528958 31.7027027027027 52.9382239382239 10.8725868725869 8.89189189189189 10.9150579150579 19.2548262548263 34.023166023166 65.4749034749035 89.4517374517375 38.7335907335907 9.93436293436293 6.82239382239382 12.1853281853282 65.8069498069498 78.054054054054 54.3513513513514 38.6216216216216 94.8996138996139 24.972972972973 5.97297297297297 5.34749034749035 16.4324324324324 12.7528957528958 18.976833976834 53.7722007722008 54 12.2586872586873 6.51737451737452 13.9073359073359 30.3629343629344 23.2316602316602 19.042471042471 41.7027027027027 104.250965250965 23.2625482625483 6.40926640926641 12.6332046332046 39.8494208494209 20.988416988417 25.1042471042471 86.4208494208494 46.5791505791506 10.5714285714286 5.14285714285714 28.011583011583 115.011583011583 69.5675675675676 17.9111969111969 25.6525096525097 107.250965250965 27.7606177606178 5.11969111969112 6.81467181467182 28.7528957528958 14.3474903474903 9.28957528957529 44.4092664092664 49.7644787644788 15.0849420849421 7.55984555984556 11.2162162162162 25.6949806949807 15.5830115830116 14.3899613899614 28.6447876447876 86.1891891891892 31.1235521235521 13.3359073359073 18.1158301158301 36.1274131274131 10.9343629343629 9.01158301158301 33.5559845559846 39.7837837837838 12.2162162162162 10.6911196911197 34.011583011583 98.6525096525097 31.5135135135135 7.83397683397683 15.2046332046332 83.5250965250965 22.2471042471042 8.44401544401544 9.97297297297297 26.6177606177606 10.5984555984556 7.41698841698842 28.6833976833977
"5" 22.35625 19.78125 22.140625 15.140625 15.403125 22.575 34.546875 31.021875 24.3875 25.415625 25.81875 15.740625 16.940625 34.775 55.221875 38.878125 17.98125 19.54375 19.7625 15.25 23.221875 45.225 62.534375 34.65625 13.984375 12.753125 17.815625 17.034375 26.09375 40.15 45.153125 23.86875 21.7 32.003125 47.43125 38.078125 26.40625 24.196875 25.58125 21.584375 27.634375 69.371875 95.571875 52.925 24.678125 26.5625 31.21875 22.58125 64.240625 82.559375 59.334375 18.984375 16.975 25.03125 34.884375 41.69375 15.578125 17.0125 24.425 27.346875 36.85 42.678125 41.340625 23.171875 18.428125 28.021875 34.484375 26.490625 25.60625 37.125 43.1125 24.16875 28.284375 31.50625 40.059375 25.1 23.375 52.2875 92.90625 64.571875 64.7 47.3 40.025 21.98125 15.403125 19.296875 55.234375 79.725 15.85625 24.084375 41.165625 35.8875 33.34375 30.5875 25.778125 17.221875 16.46875 36.7375 54.79375 27.88125 13.596875 14.51875 17.44375 13.784375 20.6875 55.5625 80.71875 31.46875 11.165625 13.565625 23.4375 19.06875 18.59375 49.840625 80.396875 37.9375 13.80625 11.43125 16.709375 15.48125 14.746875 34.9125 56.709375 31.9875 16.565625 14.5375 14.571875 12.496875
"6" 24.0251572327044 18.2830188679245 11.7861635220126 9.80503144654088 14.314465408805 17.2389937106918 18.0188679245283 19.7421383647799 21.6666666666667 17.0188679245283 10.8930817610063 11.9748427672956 30.062893081761 46.6729559748428 23.5660377358491 16.6289308176101 5.67295597484277 6.42138364779874 5.15723270440252 10.2893081761006 86.622641509434 101.062893081761 20.1006289308176 4.24528301886792 12.6540880503145 12.6666666666667 6.93081761006289 11.1132075471698 78.3333333333333 77.3522012578616 8.23899371069182 2.89308176100629 30.4025157232704 31.559748427673 23.4842767295597 16.7924528301887 18.4025157232704 17.3333333333333 14.6729559748428 16.1509433962264 37.5974842767296 40.6540880503145 38.2704402515723 24.6415094339623 26.2138364779874 30.7735849056604 22.0125786163522 19.9874213836478 21.2452830188679 23.5786163522013 20.3333333333333 19.5283018867925 87.4276729559748 92.0125786163522 19.4842767295597 11.2704402515723 9.16981132075472 6.79245283018868 4.06289308176101 13.440251572327 110.949685534591 106.207547169811 7.90566037735849 2.44654088050314 29.4339622641509 28.5660377358491 19.2327044025157 17.3018867924528 21.7861635220126 19.622641509434 18.4025157232704 17.1446540880503 42.0691823899371 38.6918238993711 27.8176100628931 21.314465408805 20.1006289308176 29.4528301886792 32.8050314465409 28.8805031446541 32.6981132075472 30.4213836477987 18.7547169811321 20.5220125786164 62.6415094339623 60.6729559748428 27.3647798742138 22.1761006289308 6.59119496855346 5.70440251572327 4.33962264150943 15.1320754716981 111.044025157233 100.25786163522 10.7044025157233 3.53459119496855 23.1446540880503 25.4716981132075 18.0503144654088 12.2578616352201 17.9056603773585 15.3522012578616 14.1572327044025 11.4968553459119 31.8301886792453 35.1509433962264 22.5786163522013 12.4276729559748 13.8176100628931 16.6415094339623 17.3584905660377 17.4213836477987 26.4905660377358 31.7169811320755 18.7106918238994 18.2264150943396 37.0251572327044 30.8490566037736 11.9056603773585 10.3396226415094 7.32704402515723 9.75471698113208 8.72955974842767 20.8553459119497 88.8490566037736 62.7987421383648 8.44025157232704 3.47798742138365
"7" 53.1182432432432 20.9358108108108 12.0236486486486 12.8310810810811 16.6621621621622 7.15540540540541 5.98310810810811 14.277027027027 126.861486486486 38.6756756756757 6.61486486486486 7.90878378378378 24.9662162162162 9.74662162162162 7.7027027027027 42.1554054054054 34.875 9.59459459459459 8.52027027027027 50.6418918918919 119.097972972973 33.8682432432432 8.80743243243243 13.2635135135135 11.2736486486486 12.5 14.8141891891892 37.7871621621622 58.1182432432432 11.7162162162162 4.5472972972973 4.81756756756757 54.5540540540541 27.3581081081081 13.9222972972973 13.9898648648649 18.2736486486486 12.0101351351351 10.7533783783784 14.3885135135135 132.942567567568 88.8378378378378 17.0506756756757 22.1216216216216 29.6790540540541 6.40878378378378 3.95608108108108 28.2398648648649 34.9831081081081 20.9459459459459 18.3141891891892 102.125 129.179054054054 22.2567567567568 3.65202702702703 7.59459459459459 13.8209459459459 13.1317567567568 16.1452702702703 43.3277027027027 57.5608108108108 12.3614864864865 7.18918918918919 8.71621621621622 32.8952702702703 20.8344594594595 13.0304054054054 12.3108108108108 20.8243243243243 17.1824324324324 15.0945945945946 15.5033783783784 93.5135135135135 95.6385135135135 48.2939189189189 35.0506756756757 18.2972972972973 6.88513513513514 8.46621621621622 17.0371621621622 16.3986486486486 28.7162162162162 46.6081081081081 105.820945945946 88.8783783783784 15.5608108108108 6.94594594594595 6.85472972972973 15.152027027027 9.19932432432432 12.8378378378378 25.6722972972973 32.1182432432432 14.0878378378378 14.0844594594595 15.9222972972973 22.0439189189189 12.0506756756757 10.3986486486486 12.2364864864865 17.75 13.1317567567568 12.1891891891892 14.8141891891892 41.0202702702703 23.7702702702703 17.0709459459459 19.7128378378378 22.4425675675676 11.847972972973 14.1317567567568 21.1317567567568 17.8547297297297 13.2533783783784 16.3513513513514 29.9391891891892 42.8277027027027 19.597972972973 12.277027027027 12.2804054054054 13.3918918918919 7.65540540540541 9.72972972972973 13.5912162162162 20.1114864864865 11.1655405405405 12.222972972973 13.5608108108108
"8" 15.8169642857143 12.0267857142857 17.4508928571429 16.2857142857143 12.65625 10.7723214285714 16.7142857142857 17.7857142857143 15.4776785714286 13.3973214285714 24.3303571428571 29.6696428571429 21.2589285714286 15.8214285714286 17.8482142857143 18.5669642857143 13.6160714285714 10.6875 22.6785714285714 52.3660714285714 45.5267857142857 18.3080357142857 12.7098214285714 13 4.31696428571429 5.29017857142857 18.0848214285714 77.1473214285714 69.2232142857143 13.78125 6.35267857142857 5.4375 17.71875 18.2232142857143 27.3526785714286 29.6741071428571 16.9910714285714 12.0848214285714 16.5758928571429 16.46875 22.3973214285714 25.78125 40.3258928571429 51.5446428571429 34.2232142857143 22.0625 25.59375 19.3080357142857 14.4642857142857 13.8794642857143 34.0401785714286 93.8705357142857 74.6205357142857 20.7321428571429 12.7723214285714 12.5178571428571 5.80357142857143 4.73660714285714 19.5401785714286 105.794642857143 87.0625 9.25 3.70089285714286 6.54464285714286 19.3705357142857 17.2053571428571 22.4107142857143 33.0044642857143 21.4553571428571 13.7946428571429 17.3214285714286 17.3258928571429 22.7901785714286 21.8571428571429 31.875 61.5892857142857 45.6205357142857 21.25 23.1696428571429 21.6071428571429 10.8526785714286 8.67410714285714 22.9464285714286 108.71875 94.2232142857143 19.2589285714286 12.3883928571429 10.9821428571429 8.04464285714286 4.13392857142857 15.0491071428571 100.227678571429 88.5848214285714 9.47767857142857 3.10714285714286 6.76339285714286 16.4464285714286 15.1383928571429 19.9151785714286 29.1741071428571 20.9776785714286 9.42410714285714 11.6875 13.3169642857143 14.5714285714286 11.8125 22.375 71.25 50.7276785714286 12.7053571428571 10.8348214285714 11.2857142857143 5.46428571428571 4.13392857142857 16.0714285714286 100.879464285714 88.6116071428571 12.59375 5.75 6.32589285714286 9.08482142857143 3.72321428571429 10.3839285714286 67.625 63.6473214285714 12.0401785714286 7.90178571428571 12.7276785714286
"9" 14.7512953367876 9.43523316062176 20.3108808290155 35.4041450777202 26.5854922279793 10.4715025906736 9.05699481865285 14.2901554404145 73.7720207253886 14.3782383419689 16.9119170984456 28.1813471502591 16.3989637305699 5.7979274611399 9.15025906735751 66.4818652849741 84.279792746114 12.300518134715 9.86528497409326 36.160621761658 23.9637305699482 6.3419689119171 16.6683937823834 93.1450777202073 11.2849740932642 7.39896373056995 17.9015544041451 83.0777202072539 64.1865284974093 11.4715025906736 9.17098445595855 19.8082901554404 23.8911917098446 15.6113989637306 21.0362694300518 35.4041450777202 30.119170984456 14.3937823834197 9.77720207253886 16.4870466321244 116.549222797927 31.2901554404145 17.1813471502591 20.8341968911917 11.9326424870466 5.3160621761658 9.5440414507772 94.1917098445596 69.8756476683938 15.020725388601 41.6476683937824 115.227979274611 49.4559585492228 4.28497409326425 7.81347150259067 66.3626943005181 13.4766839378238 8.61139896373057 29.0155440414508 108.124352331606 57.2953367875648 5.70984455958549 4.1139896373057 11.7927461139896 26.9274611398964 17.0414507772021 19.2176165803109 23.4093264248705 22.3160621761658 13.7461139896373 13.2953367875648 25.4870466321244 85.0725388601036 58.2435233160622 55.4715025906736 44.1658031088083 13.0414507772021 5.33160621761658 6.75647668393782 35.5336787564767 20.7720207253886 26.7564766839378 77.4974093264249 116.39896373057 33.0362694300518 5.76165803108808 4.32124352331606 9.32642487046632 19.2435233160622 12.5336787564767 25.5233160621762 55.2694300518135 25.4093264248705 8.88082901554404 10.0673575129534 18.2746113989637 16.4248704663212 11.2538860103627 15.1502590673575 16.2953367875648 18.4352331606218 10.0725388601036 9.92746113989637 18.5492227979275 22.8186528497409 19.6683937823834 26.139896373057 33.2383419689119 21.8549222797927 9.80829015544041 8.27461139896373 16.8549222797927 15.4248704663212 15.4455958549223 23.0984455958549 34.5129533678756 22.1036269430052 12.5440414507772 11.4041450777202 15.0466321243523 14.8341968911917 13.0673575129534 15.0362694300518 18.440414507772 12.8134715025907 9.07253886010363 12.6891191709845 16.5129533678756
"10" 13.1428571428571 13.7964285714286 23.8535714285714 20.5857142857143 11.8821428571429 8.84285714285714 15.5214285714286 14.1035714285714 13.5178571428571 17.5285714285714 32.3857142857143 29.825 20.7821428571429 16.675 17.2214285714286 13.0214285714286 28.0535714285714 26.875 25.3321428571429 19.4535714285714 16.9071428571429 13.9214285714286 14.4571428571429 18.3178571428571 19.3214285714286 16.2571428571429 15.1892857142857 14.4107142857143 16.0357142857143 15.025 16.2107142857143 15.3571428571429 9.92857142857143 26.2178571428571 80.6392857142857 62.6607142857143 12.0464285714286 5.95357142857143 8.75714285714286 8.76428571428571 11.7321428571429 43.0928571428571 109.1 99.6892857142857 16.8178571428571 4.97142857142857 5.61071428571429 5.14285714285714 68.0357142857143 106.7 73.2285714285714 24.7285714285714 9.08214285714286 6.27857142857143 6.22142857142857 12.7821428571429 30.7892857142857 38.425 22 15.8285714285714 18.5357142857143 17.5464285714286 14.9535714285714 14.8142857142857 5.65357142857143 21.2464285714286 90.3571428571429 86.8464285714286 22.8928571428571 7.40714285714286 5.01071428571429 4.1 33.3785714285714 41.55 91.5535714285714 90.0642857142857 18.4214285714286 7.26071428571429 7.37857142857143 12.2714285714286 109.585714285714 115.542857142857 35.1928571428571 10.9928571428571 3.01785714285714 2.21785714285714 3.66785714285714 17.4392857142857 51.1678571428571 71.6642857142857 31.7071428571429 16.2642857142857 13.0714285714286 9.65 7.25714285714286 9.92142857142857 8.47142857142857 11.9428571428571 27.4285714285714 36.2714285714286 27 17.95 12.5571428571429 9.825 30.1607142857143 24.7821428571429 22.3464285714286 22.0892857142857 15.8928571428571 16.4821428571429 17.95 19.95 81.6178571428571 75.4071428571429 19.8535714285714 6.475 5.01785714285714 5.425 10.0714285714286 25.025 51.2821428571429 64.2964285714286 32.9928571428571 12.75 7.78571428571429 4.73571428571429 5.10357142857143 12.7535714285714
